idiom_token,label,num_of_examples,total,idiomaticity_ratio,degree_of_idiomaticity,ccnews_rarity,morphology_type
IDdrawabeadonID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDundertheweatherID,idiom,24,24,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDundertheweatherID,literal,0,24,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDnotallthereID,idiom,6,7,0.8571428571428571,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDnotallthereID,literal,1,7,0.14285714285714285,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDhittheskidsID,idiom,1,1,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhittheskidsID,literal,0,1,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbeataboutthebushID,idiom,21,21,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbeataboutthebushID,literal,0,21,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDouttolunchID,idiom,5,56,0.08928571428571429,highly_literal,ccnews_frequent,moderate_morphology
IDouttolunchID,literal,51,56,0.9107142857142857,highly_literal,ccnews_frequent,moderate_morphology
IDtoethelineID,idiom,39,39,1.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDtoethelineID,literal,0,39,0.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDunderthetableID,idiom,10,124,0.08064516129032258,highly_literal,ccnews_moderately_rare,high_morphology
IDunderthetableID,literal,114,124,0.9193548387096774,highly_literal,ccnews_moderately_rare,high_morphology
IDredsunderthebedID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDredsunderthebedID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDsickasadogID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDsickasadogID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDcrosstherubiconID,idiom,5,5,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcrosstherubiconID,literal,0,5,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcomeuptrumpsID,idiom,23,23,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcomeuptrumpsID,literal,0,23,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDoncebittentwiceshyID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDoncebittentwiceshyID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDoverthetopID,idiom,49,143,0.34265734265734266,ambiguous,ccnews_frequent,high_morphology
IDoverthetopID,literal,94,143,0.6573426573426573,ambiguous,ccnews_frequent,high_morphology
IDrunamileID,idiom,7,39,0.1794871794871795,highly_literal,ccnews_moderately_rare,high_morphology
IDrunamileID,literal,32,39,0.8205128205128205,highly_literal,ccnews_moderately_rare,high_morphology
IDaboveparID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDaboveparID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDrisethroughtheranksID,idiom,22,22,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrisethroughtheranksID,literal,0,22,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDrunriotID,idiom,69,69,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDrunriotID,literal,0,69,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDfittobetiedID,idiom,1,1,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDfittobetiedID,literal,0,1,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDgetonlikeahouseonfireID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgetonlikeahouseonfireID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDrightupyourstreetID,idiom,6,6,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDrightupyourstreetID,literal,0,6,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDaddinsulttoinjuryID,idiom,40,40,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDaddinsulttoinjuryID,literal,0,40,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfromthecradletothegraveID,idiom,15,15,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfromthecradletothegraveID,literal,0,15,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDwhenallissaidanddoneID,idiom,14,14,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDwhenallissaidanddoneID,literal,0,14,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDdeadasadodoID,idiom,7,7,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdeadasadodoID,literal,0,7,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDplayfortimeID,idiom,30,34,0.8823529411764706,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDplayfortimeID,literal,4,34,0.11764705882352941,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDsettleascoreID,idiom,16,16,1.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDsettleascoreID,literal,0,16,0.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDbreakranksID,idiom,35,35,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbreakranksID,literal,0,35,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDwaytogoID,idiom,6,119,0.05042016806722689,highly_literal,ccnews_frequent,moderate_morphology
IDwaytogoID,literal,113,119,0.9495798319327731,highly_literal,ccnews_frequent,moderate_morphology
IDrunoutofsteamID,idiom,61,63,0.9682539682539683,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDrunoutofsteamID,literal,2,63,0.031746031746031744,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDgodownthewrongwayID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgodownthewrongwayID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDputsomeoneinmindofID,idiom,19,20,0.95,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDputsomeoneinmindofID,literal,1,20,0.05,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDinbroaddaylightID,idiom,41,42,0.9761904761904762,highly_idiomatic,ccnews_frequent,no_morphology
IDinbroaddaylightID,literal,1,42,0.023809523809523808,highly_idiomatic,ccnews_frequent,no_morphology
IDstaythecourseID,idiom,21,21,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDstaythecourseID,literal,0,21,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDkeepsomeoneinthedarkID,idiom,33,34,0.9705882352941176,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkeepsomeoneinthedarkID,literal,1,34,0.029411764705882353,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDoutoftherunningID,idiom,14,16,0.875,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDoutoftherunningID,literal,2,16,0.125,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDintheclubID,idiom,1,135,0.007407407407407408,highly_literal,ccnews_frequent,high_morphology
IDintheclubID,literal,134,135,0.9925925925925926,highly_literal,ccnews_frequent,high_morphology
IDmanofgodID,idiom,22,22,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDmanofgodID,literal,0,22,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDtakestockID,idiom,135,143,0.9440559440559441,highly_idiomatic,ccnews_frequent,high_morphology
IDtakestockID,literal,8,143,0.055944055944055944,highly_idiomatic,ccnews_frequent,high_morphology
IDhighandmightyID,idiom,19,19,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhighandmightyID,literal,0,19,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDaboveboardID,idiom,38,44,0.8636363636363636,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDaboveboardID,literal,6,44,0.13636363636363635,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcoolyourheelsID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDcoolyourheelsID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfairandsquareID,idiom,13,13,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDfairandsquareID,literal,0,13,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDinthelongrunID,idiom,199,200,0.995,highly_idiomatic,ccnews_frequent,moderate_morphology
IDinthelongrunID,literal,1,200,0.005,highly_idiomatic,ccnews_frequent,moderate_morphology
IDhandsomeisashandsomedoesID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDhandsomeisashandsomedoesID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDpackapunchID,idiom,25,25,1.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDpackapunchID,literal,0,25,0.0,highly_idiomatic,ccnews_moderately_rare,high_morphology
IDbeatthedaylightsoutofID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbeatthedaylightsoutofID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhighasakiteID,idiom,12,12,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDhighasakiteID,literal,0,12,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDsweetnessandlightID,idiom,29,29,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDsweetnessandlightID,literal,0,29,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDinthesoupID,idiom,9,47,0.19148936170212766,highly_literal,ccnews_moderately_rare,high_morphology
IDinthesoupID,literal,38,47,0.8085106382978723,highly_literal,ccnews_moderately_rare,high_morphology
IDgrinandbearitID,idiom,21,21,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDgrinandbearitID,literal,0,21,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDmansbestfriendID,idiom,11,11,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDmansbestfriendID,literal,0,11,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDstrokeofluckID,idiom,36,36,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDstrokeofluckID,literal,0,36,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDunderyourbreathID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDunderyourbreathID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDscreambluemurderID,idiom,10,10,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDscreambluemurderID,literal,0,10,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDquickasaflashID,idiom,16,16,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDquickasaflashID,literal,0,16,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpumpironID,idiom,10,10,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpumpironID,literal,0,10,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcastpearlsbeforeswineID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDcastpearlsbeforeswineID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDhooklineandsinkerID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDhooklineandsinkerID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDthroughthickandthinID,idiom,22,22,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDthroughthickandthinID,literal,0,22,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDwhenpushcomestoshoveID,idiom,10,10,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDwhenpushcomestoshoveID,literal,0,10,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDfirstupID,idiom,13,20,0.65,ambiguous,ccnews_frequent,no_morphology
IDfirstupID,literal,7,20,0.35,ambiguous,ccnews_frequent,no_morphology
IDalittlebirdtoldmeID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDalittlebirdtoldmeID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDlendanearID,idiom,14,14,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDlendanearID,literal,0,14,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDbehindtheeightballID,idiom,2,2,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDbehindtheeightballID,literal,0,2,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDallthingsbeingequalID,idiom,33,33,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDallthingsbeingequalID,literal,0,33,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDmakeyourselfscarceID,idiom,5,5,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDmakeyourselfscarceID,literal,0,5,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkingofbeastsID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDkingofbeastsID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDbounceoffthewallsID,idiom,3,7,0.42857142857142855,ambiguous,ccnews_very_rare,moderate_morphology
IDbounceoffthewallsID,literal,4,7,0.5714285714285714,ambiguous,ccnews_very_rare,moderate_morphology
IDriseandshineID,idiom,2,3,0.6666666666666666,ambiguous,ccnews_moderately_rare,moderate_morphology
IDriseandshineID,literal,1,3,0.3333333333333333,ambiguous,ccnews_moderately_rare,moderate_morphology
IDtoomanychiefsandnotenoughindiansID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtoomanychiefsandnotenoughindiansID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDarmedtotheteethID,idiom,12,12,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDarmedtotheteethID,literal,0,12,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDkeepupwiththejonesesID,idiom,6,6,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDkeepupwiththejonesesID,literal,0,6,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpaythepiperID,idiom,18,18,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpaythepiperID,literal,0,18,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDwalkthetalkID,idiom,1,1,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDwalkthetalkID,literal,0,1,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDbumsteerID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbumsteerID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDthinkoutsidetheboxID,idiom,1,1,1.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDthinkoutsidetheboxID,literal,0,1,0.0,highly_idiomatic,ccnews_frequent,moderate_morphology
IDgivesomeonewhatforID,idiom,2,2,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDgivesomeonewhatforID,literal,0,2,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDbetweenarockandahardplaceID,idiom,7,7,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDbetweenarockandahardplaceID,literal,0,7,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDfightfirewithfireID,idiom,8,8,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDfightfirewithfireID,literal,0,8,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDonashoestringID,idiom,24,24,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDonashoestringID,literal,0,24,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDwithinanaceofID,idiom,9,9,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDwithinanaceofID,literal,0,9,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDlicksomeonesbootsID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDlicksomeonesbootsID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDforkeepsID,idiom,12,17,0.7058823529411765,ambiguous,ccnews_frequent,moderate_morphology
IDforkeepsID,literal,5,17,0.29411764705882354,ambiguous,ccnews_frequent,moderate_morphology
IDontheropesID,idiom,12,85,0.1411764705882353,highly_literal,ccnews_frequent,high_morphology
IDontheropesID,literal,73,85,0.8588235294117647,highly_literal,ccnews_frequent,high_morphology
IDpassmusterID,idiom,18,18,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDpassmusterID,literal,0,18,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDcruisingforabruisingID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDcruisingforabruisingID,literal,0,1,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDholdyourtongueID,idiom,13,13,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDholdyourtongueID,literal,0,13,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDsetthewheelsinmotionID,idiom,9,9,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDsetthewheelsinmotionID,literal,0,9,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhighanddryID,idiom,38,38,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDhighanddryID,literal,0,38,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDjobsfortheboysID,idiom,11,12,0.9166666666666666,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDjobsfortheboysID,literal,1,12,0.08333333333333333,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDfeedingfrenzyID,idiom,7,7,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDfeedingfrenzyID,literal,0,7,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDinyoursightsID,idiom,2,3,0.6666666666666666,ambiguous,ccnews_very_rare,moderate_morphology
IDinyoursightsID,literal,1,3,0.3333333333333333,ambiguous,ccnews_very_rare,moderate_morphology
IDhavebeenaroundID,idiom,22,74,0.2972972972972973,ambiguous,ccnews_frequent,high_morphology
IDhavebeenaroundID,literal,52,74,0.7027027027027027,ambiguous,ccnews_frequent,high_morphology
IDputthekiboshonID,idiom,3,3,1.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDputthekiboshonID,literal,0,3,0.0,highly_idiomatic,ccnews_moderately_rare,no_morphology
IDintwoshakesID,idiom,4,4,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDintwoshakesID,literal,0,4,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDsignonthedottedlineID,idiom,20,20,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDsignonthedottedlineID,literal,0,20,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtitfortatID,idiom,61,61,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDtitfortatID,literal,0,61,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDdragyourfeetID,idiom,0,1,0.0,highly_literal,ccnews_very_rare,no_morphology
IDdragyourfeetID,literal,1,1,1.0,highly_literal,ccnews_very_rare,no_morphology
IDanyonesguessID,idiom,19,19,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDanyonesguessID,literal,0,19,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDdosomeoneproudID,idiom,42,42,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDdosomeoneproudID,literal,0,42,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDinyourfaceID,idiom,14,32,0.4375,ambiguous,ccnews_frequent,moderate_morphology
IDinyourfaceID,literal,18,32,0.5625,ambiguous,ccnews_frequent,moderate_morphology
IDhaveamountaintoclimbID,idiom,4,4,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDhaveamountaintoclimbID,literal,0,4,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDneitherfishnorfowlID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDneitherfishnorfowlID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,no_morphology
IDtakeupthegauntletID,idiom,3,3,1.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDtakeupthegauntletID,literal,0,3,0.0,highly_idiomatic,ccnews_very_rare,moderate_morphology
IDpeachesandcreamID,idiom,2,5,0.4,ambiguous,ccnews_very_rare,moderate_morphology
IDpeachesandcreamID,literal,3,5,0.6,ambiguous,ccnews_very_rare,moderate_morphology
IDatthedropofahatID,idiom,30,30,1.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDatthedropofahatID,literal,0,30,0.0,highly_idiomatic,ccnews_moderately_rare,moderate_morphology
IDspitfeathersID,idiom,1,1,1.0,highly_idiomatic,ccnews_very_rare,no_morphology
